batch,sample_type,analyte,sample_id,conc_ng_mL_true,is_area,tic_factor,analyte_area,is_nominal_ng_mL
B3,UNK,B,UNK_B3_B_201,17.55443199106978,1037786.7818324252,1.0670559370567587,123796.6631278251,100
B3,UNK,B,UNK_B3_B_202,5.788495170013324,1064831.352234887,1.0948632573255153,62134.98573397468,100
B3,UNK,B,UNK_B3_B_203,316.30097765741203,1171889.0013018004,1.204940300167091,2378395.5503829657,100
B3,UNK,B,UNK_B3_B_204,41.16282395198905,909244.8094096739,0.9348886390762465,260793.03199771143,100
B3,UNK,C,UNK_B3_C_205,1.7661553688703135,1051214.0761953725,1.0808619272846294,29345.80562161356,100
B3,UNK,C,UNK_B3_C_206,11.088712757994843,1068522.0655017952,1.0986580613954562,213850.9787442376,100
B3,UNK,C,UNK_B3_C_207,234.85721171189527,971970.0240191122,0.99938292039093,3492539.3933651648,100
B3,UNK,C,UNK_B3_C_208,14.643586701790474,1003600.2580742707,1.0319052357931913,232003.42965655975,100
B3,UNK,C,UNK_B3_C_209,226.05351760880473,874163.3965149915,0.8988178097258156,3375019.7894506096,100
B3,UNK,C,UNK_B3_C_210,32.83833886058931,1018297.2707665365,1.047016754772639,537157.3400963106,100
B3,UNK,C,UNK_B3_C_211,40.56438516009257,904395.8932763578,0.9299029668370903,470343.94960655825,100
B3,UNK,C,UNK_B3_C_212,177.38717536833397,1051706.5458266486,1.0813682862526492,2910216.359311135,100
B3,UNK,C,UNK_B3_C_213,18.196869385442014,893652.8391029799,0.9188569216007227,236127.36681302605,100
B3,UNK,C,UNK_B3_C_214,361.31971323915474,1003633.824307836,1.031939748709946,6220691.093918428,100
B3,UNK,C,UNK_B3_C_215,6.006177252132919,890239.9085610484,0.9153477346836375,77945.207946613,100
B3,UNK,C,UNK_B3_C_216,15.933329370653238,948667.9833753539,0.9754236820871267,188252.91942103862,100
